,#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
1413,2021,1,10,19,40,999,1.6,2.8,1.78,11.43,8.6,268,1021.5,15.1,999.0,10.6,99,99
1419,2021,1,10,20,40,999,1.9,2.5,1.83,12.12,8.79,274,1020.9,15.3,999.0,11.7,99,99
1425,2021,1,10,21,40,999,1.8,2.4,1.85,12.9,8.85,260,1020.4,15.2,999.0,11.6,99,99
1431,2021,1,10,22,40,999,1.6,2.2,1.68,13.79,8.83,268,1020.3,15.5,999.0,11.3,99,99
1437,2021,1,10,23,40,999,1.9,2.7,1.71,23.53,9.51,284,1020.4,15.6,999.0,12.0,99,99
1443,2021,1,11,0,40,999,1.4,2.3,1.82,23.53,10.24,289,1020.1,15.4,999.0,12.4,99,99
1449,2021,1,11,1,40,999,2.1,3.1,2.18,21.05,11.62,280,1020.5,14.7,999.0,12.7,99,99
1455,2021,1,11,2,40,999,2.9,3.9,1.82,21.05,10.45,272,1021.3,15.0,999.0,10.1,99,99
1461,2021,1,11,3,40,999,2.6,3.4,2.87,21.05,13.81,276,1021.5,14.8,999.0,10.6,99,99
1467,2021,1,11,4,40,999,2.5,3.5,2.8,21.05,13.55,278,1021.5,14.6,999.0,10.9,99,99
1473,2021,1,11,5,40,999,1.9,3.2,2.7,21.05,12.83,288,1021.6,14.3,999.0,11.4,99,99
1479,2021,1,11,6,40,999,2.3,3.0,2.75,21.05,12.49,283,1021.8,14.4,999.0,11.5,99,99
1485,2021,1,11,7,40,999,2.0,2.9,2.41,19.05,12.19,295,1021.3,14.2,999.0,11.6,99,99
1491,2021,1,11,8,40,999,1.0,2.3,2.89,19.05,13.2,278,1021.1,14.0,999.0,12.0,99,99
1497,2021,1,11,9,40,999,1.4,2.7,3.5,19.05,14.89,280,1021.1,13.9,999.0,12.4,99,99
1503,2021,1,11,10,40,999,1.0,1.6,3.17,19.05,14.25,274,1021.1,13.9,999.0,12.1,99,99
1509,2021,1,11,11,40,999,2.7,4.2,3.61,19.05,15.07,282,1020.7,13.9,999.0,12.4,99,99
1515,2021,1,11,12,40,999,2.9,4.4,3.44,17.39,14.83,274,1020.3,13.8,999.0,12.6,99,99
1521,2021,1,11,13,40,999,3.4,4.7,3.05,17.39,14.18,276,1020.4,13.9,999.0,12.2,99,99
1527,2021,1,11,14,40,999,2.7,4.0,2.93,17.39,14.13,276,1020.5,13.8,999.0,12.0,99,99
1533,2021,1,11,15,40,999,4.2,5.5,2.25,17.39,12.28,281,1021.0,14.1,999.0,11.7,99,99
1539,2021,1,11,16,40,999,4.0,5.1,2.67,17.39,12.98,282,1021.7,14.4,999.0,10.9,99,99
1545,2021,1,11,17,40,999,3.5,4.4,2.67,17.39,12.25,285,1022.6,14.6,999.0,11.2,99,99
1551,2021,1,11,18,40,999,2.6,3.2,3.21,17.39,13.42,281,1022.5,14.5,999.0,11.1,99,99
1557,2021,1,11,19,40,999,2.9,4.2,3.07,14.81,12.74,286,1021.4,14.6,999.0,11.3,99,99
1563,2021,1,11,20,40,999,1.8,2.6,2.86,16.0,12.46,278,1021.2,14.7,999.0,10.1,99,99
1569,2021,1,11,21,40,999,2.2,2.8,2.33,17.39,11.46,290,1020.7,15.1,999.0,9.1,99,99
1575,2021,1,11,22,40,999,3.1,4.0,2.91,16.0,12.29,277,1020.6,15.0,999.0,10.6,99,99
1581,2021,1,11,23,40,999,3.5,4.8,2.37,16.0,11.66,275,1020.8,14.9,999.0,11.2,99,99
1587,2021,1,12,0,40,999,3.4,4.8,2.53,16.0,12.21,272,1020.8,14.9,999.0,12.4,99,99
1593,2021,1,12,1,40,999,3.1,4.1,2.37,14.81,11.64,269,1020.6,14.6,999.0,12.2,99,99
1599,2021,1,12,2,40,999,4.5,5.6,2.25,14.81,11.46,268,1021.2,14.7,999.0,11.2,99,99
1605,2021,1,12,3,40,999,2.8,3.5,2.18,14.81,11.42,275,1021.2,14.8,999.0,10.8,99,99
1611,2021,1,12,4,40,999,3.6,4.6,1.76,14.81,10.64,268,1021.9,14.7,999.0,11.5,99,99
1617,2021,1,12,5,40,999,3.4,4.3,2.3,14.81,11.52,277,1023.0,14.6,999.0,12.3,99,99
1623,2021,1,12,6,40,999,0.8,1.9,2.12,13.79,11.0,272,1022.6,14.3,999.0,12.5,99,99
1629,2021,1,12,7,40,999,0.9,1.8,2.08,12.9,10.92,269,1022.5,14.0,999.0,12.4,99,99
1635,2021,1,12,8,40,999,1.2,2.3,2.01,14.81,10.73,270,1022.3,14.0,999.0,12.3,99,99
1641,2021,1,12,9,40,999,1.1,2.3,1.96,13.79,10.44,273,1022.6,14.0,999.0,12.5,99,99
1647,2021,1,12,10,40,999,0.9,1.9,2.1,12.9,10.48,264,1022.4,14.0,999.0,12.5,99,99
1653,2021,1,12,11,40,999,0.7,1.7,1.67,12.12,9.69,265,1022.6,13.9,999.0,12.3,99,99
1659,2021,1,12,12,40,999,2.1,2.8,1.87,13.79,10.18,267,1022.6,14.0,999.0,12.2,99,99
1665,2021,1,12,13,40,999,2.3,3.0,1.94,12.12,10.71,265,1023.1,14.2,999.0,12.3,99,99
1671,2021,1,12,14,40,999,3.8,5.2,2.13,13.79,10.57,265,1023.5,14.3,999.0,12.4,99,99
1677,2021,1,12,15,40,999,2.7,3.6,2.01,13.79,10.71,276,1023.7,14.1,999.0,12.3,99,99
1683,2021,1,12,16,40,999,2.1,3.0,1.78,13.79,10.46,262,1024.4,14.3,999.0,12.4,99,99
1689,2021,1,12,17,40,999,2.2,3.3,1.94,12.9,10.35,264,1025.0,13.2,999.0,12.2,99,99
1695,2021,1,12,18,40,999,2.5,4.0,1.97,13.79,10.29,269,1025.3,14.0,999.0,12.9,99,99
1701,2021,1,12,19,40,999,2.6,3.5,2.0,13.79,9.9,269,1024.7,14.4,999.0,12.4,99,99
1707,2021,1,12,20,40,999,3.7,4.6,1.99,13.79,10.06,271,1024.3,14.8,999.0,12.5,99,99
1713,2021,1,12,21,40,999,3.3,4.6,1.98,12.9,9.88,274,1023.7,14.7,999.0,12.7,99,99
1719,2021,1,12,22,40,999,3.6,4.7,1.61,12.9,8.85,266,1023.6,14.8,999.0,12.4,99,99
1725,2021,1,12,23,40,999,3.9,4.9,1.66,12.9,9.31,264,1023.3,14.6,999.0,13.0,99,99
1731,2021,1,13,0,40,999,3.3,4.5,1.6,12.12,9.17,264,1023.3,14.6,999.0,12.9,99,99
1737,2021,1,13,1,40,999,3.6,4.9,1.44,12.9,8.87,264,1023.3,14.5,999.0,12.3,99,99
1743,2021,1,13,2,40,999,5.6,6.8,1.5,12.12,8.83,259,1023.5,14.8,999.0,12.0,99,99
1749,2021,1,13,3,40,999,4.4,5.9,1.36,12.12,8.65,261,1023.5,14.7,999.0,12.0,99,99
1755,2021,1,13,4,40,999,5.4,6.7,1.42,12.12,9.05,257,1024.2,14.6,999.0,12.5,99,99
1761,2021,1,13,5,40,999,4.6,6.0,1.35,12.12,8.49,268,1024.5,14.8,999.0,12.0,99,99
1767,2021,1,13,6,40,999,4.5,5.9,1.42,12.9,8.3,260,1024.8,14.5,999.0,12.8,99,99
1773,2021,1,13,7,40,999,4.4,5.6,1.52,12.9,8.66,259,1024.9,14.3,999.0,12.8,99,99
1779,2021,1,13,8,40,999,2.3,3.1,1.6,12.9,8.48,268,1024.7,14.3,999.0,12.2,99,99
1785,2021,1,13,9,40,999,2.8,3.6,1.6,12.9,8.57,279,1024.6,14.5,999.0,12.0,99,99
1791,2021,1,13,10,40,999,2.4,3.2,1.7,21.05,9.02,286,1024.1,14.5,999.0,12.3,99,99
1797,2021,1,13,11,40,999,1.7,2.4,1.67,21.05,9.19,292,1023.7,14.3,999.0,12.3,99,99
1803,2021,1,13,12,40,999,2.6,3.4,1.89,21.05,10.22,258,1023.2,14.2,999.0,12.2,99,99
1809,2021,1,13,13,40,999,3.6,4.8,1.95,19.05,11.08,267,1023.0,14.1,999.0,12.2,99,99
1815,2021,1,13,14,40,999,4.3,5.7,1.7,19.05,10.42,260,1023.1,14.1,999.0,12.7,99,99
1821,2021,1,13,15,40,999,3.2,4.0,2.21,19.05,12.34,269,1023.5,14.2,999.0,12.8,99,99
1827,2021,1,13,16,40,999,3.0,4.2,2.15,19.05,12.89,264,1024.1,14.3,999.0,12.8,99,99
1833,2021,1,13,17,40,999,3.2,4.1,2.18,17.39,12.36,269,1024.3,14.5,999.0,12.8,99,99
1839,2021,1,13,18,40,999,1.7,2.6,2.02,17.39,11.75,278,1023.6,14.4,999.0,12.8,99,99
1845,2021,1,13,19,40,999,2.3,3.1,2.12,19.05,12.03,276,1023.0,14.5,999.0,12.8,99,99
1851,2021,1,13,20,40,999,1.8,2.9,2.5,17.39,12.69,277,1022.0,14.7,999.0,13.1,99,99
1857,2021,1,13,21,40,999,2.9,3.9,2.36,19.05,11.99,274,1021.5,14.7,999.0,13.0,99,99
1863,2021,1,13,22,40,999,2.4,3.3,2.57,16.0,12.08,272,1021.4,14.9,999.0,13.0,99,99
1869,2021,1,13,23,40,999,3.7,5.3,2.36,17.39,11.66,261,1021.1,15.1,999.0,13.3,99,99
1875,2021,1,14,0,40,999,4.7,6.5,2.48,17.39,12.01,268,1020.9,14.7,999.0,13.2,99,99
1881,2021,1,14,1,40,999,5.4,6.8,2.18,17.39,11.01,260,1021.1,14.6,999.0,13.0,99,99
1887,2021,1,14,2,40,999,4.5,6.0,2.34,17.39,11.3,271,1021.2,14.9,999.0,12.8,99,99
1893,2021,1,14,3,40,999,2.2,3.2,2.05,17.39,10.7,272,1021.2,15.2,999.0,11.7,99,99
1899,2021,1,14,4,40,999,1.7,2.4,2.12,17.39,11.23,280,1021.3,15.0,999.0,11.9,99,99
1905,2021,1,14,5,40,999,1.6,2.7,2.06,14.81,11.39,262,1021.1,15.0,999.0,10.6,99,99
1911,2021,1,14,6,40,999,2.0,3.0,2.01,17.39,11.49,274,1021.0,14.8,999.0,12.0,99,99
1917,2021,1,14,7,40,999,3.2,4.5,2.27,17.39,11.8,275,1020.5,14.8,999.0,12.3,99,99
1923,2021,1,14,8,40,999,3.4,4.4,2.11,17.39,11.05,274,1020.6,14.7,999.0,13.0,99,99
1929,2021,1,14,9,40,999,0.5,1.4,2.4,16.0,11.64,272,1020.3,14.6,999.0,13.2,99,99
1935,2021,1,14,10,40,999,0.5,1.4,2.42,17.39,11.86,268,1020.2,14.5,999.0,13.0,99,99
1941,2021,1,14,11,40,999,1.4,2.5,2.35,17.39,11.3,273,1019.6,14.4,999.0,12.7,99,99
1947,2021,1,14,12,40,999,1.0,2.2,2.09,17.39,10.76,265,1019.6,14.5,999.0,12.9,99,99
1953,2021,1,14,13,40,999,2.7,3.9,2.46,17.39,11.79,264,1019.8,14.7,999.0,13.2,99,99
1959,2021,1,14,14,40,999,1.1,2.0,1.67,16.0,10.54,262,1020.1,14.6,999.0,13.3,99,99
1965,2021,1,14,15,40,999,1.8,2.9,2.05,16.0,11.52,263,1020.3,14.6,999.0,13.3,99,99
1971,2021,1,14,16,40,999,2.7,4.0,2.04,16.0,11.78,276,1021.2,14.8,999.0,13.2,99,99
1977,2021,1,14,17,40,999,2.4,3.4,2.12,17.39,11.62,264,1021.8,14.9,999.0,13.3,99,99
1983,2021,1,14,18,40,999,2.0,2.9,2.17,16.0,11.48,274,1021.2,15.0,999.0,13.1,99,99
1989,2021,1,14,19,40,999,2.8,3.6,2.05,16.0,10.98,279,1020.5,15.4,999.0,13.5,99,99
1995,2021,1,14,20,40,999,3.2,4.0,2.2,14.81,11.03,280,1019.4,15.7,999.0,12.8,99,99
2001,2021,1,14,21,40,999,1.7,2.7,2.14,14.81,10.74,274,1019.2,16.2,999.0,12.0,99,99
2007,2021,1,14,22,40,999,2.2,3.6,2.31,14.81,10.73,265,1019.0,16.6,999.0,11.6,99,99
2013,2021,1,14,23,40,999,3.0,4.0,2.36,13.79,10.9,265,1019.2,16.3,999.0,13.1,99,99
2019,2021,1,15,0,40,999,3.5,4.5,1.9,13.79,9.64,271,1019.3,16.0,999.0,13.2,99,99
2025,2021,1,15,1,40,999,3.0,3.7,1.91,12.9,10.26,257,1019.5,15.9,999.0,13.3,99,99
2031,2021,1,15,2,40,999,2.1,3.2,2.05,16.0,11.07,267,1019.8,15.9,999.0,13.0,99,99
2037,2021,1,15,3,40,999,1.9,2.9,1.73,13.79,10.03,260,1020.0,15.6,999.0,13.4,99,99
2043,2021,1,15,4,40,999,2.0,2.9,1.74,14.81,10.33,264,1020.4,15.7,999.0,12.9,99,99
2049,2021,1,15,5,40,999,2.1,2.8,1.75,14.81,10.35,257,1020.7,15.6,999.0,13.1,99,99
2055,2021,1,15,6,40,999,1.2,2.8,1.63,14.81,10.13,265,1020.5,15.5,999.0,12.6,99,99
2061,2021,1,15,7,40,999,1.2,2.2,1.55,13.79,9.76,263,1020.0,15.8,999.0,11.7,99,99
2067,2021,1,15,8,40,999,3.2,4.4,1.7,12.12,10.13,262,1019.9,15.7,999.0,12.2,99,99
2073,2021,1,15,9,40,999,2.5,3.5,1.73,12.9,10.19,263,1019.9,15.6,999.0,12.8,99,99
2079,2021,1,15,10,40,999,4.1,4.8,1.61,12.9,9.96,274,1019.5,15.8,999.0,12.8,99,99
2085,2021,1,15,11,40,999,3.1,4.0,1.81,13.79,10.07,262,1019.2,16.1,999.0,12.5,99,99
2091,2021,1,15,12,40,999,1.7,2.8,1.82,13.79,10.37,259,1019.1,16.4,999.0,12.0,99,99
2097,2021,1,15,13,40,999,1.0,2.2,1.7,12.12,9.67,260,1019.6,16.9,999.0,10.7,99,99
2103,2021,1,15,14,40,999,0.6,1.7,1.84,14.81,10.44,257,1019.8,17.8,999.0,8.3,99,99
2109,2021,1,15,15,40,999,3.6,4.6,1.53,14.81,9.74,256,1020.1,16.7,999.0,10.7,99,99
2115,2021,1,15,16,40,999,2.3,3.5,1.41,12.9,9.47,242,1020.6,17.2,999.0,10.4,99,99
2121,2021,1,15,17,40,999,1.8,2.6,1.34,14.81,9.6,247,1020.8,17.2,999.0,10.3,99,99
2127,2021,1,15,18,40,999,2.2,3.1,1.28,14.81,9.67,246,1020.3,16.7,999.0,11.3,99,99
2133,2021,1,15,19,40,999,1.2,2.2,1.31,13.79,9.46,250,1019.0,17.4,999.0,11.1,99,99
2139,2021,1,15,20,40,999,2.6,3.2,1.18,14.81,8.75,275,1018.0,17.5,999.0,10.5,99,99
2145,2021,1,15,21,40,999,2.7,3.6,1.28,13.79,8.59,247,1017.3,17.6,999.0,11.3,99,99
2151,2021,1,15,22,40,999,2.3,3.0,1.26,13.79,8.04,253,1017.0,17.6,999.0,11.9,99,99
2157,2021,1,15,23,40,999,4.0,4.9,1.3,11.43,8.56,261,1016.7,17.6,999.0,11.5,99,99
2163,2021,1,16,0,40,999,4.0,4.8,1.24,10.81,8.39,261,1016.3,17.7,999.0,11.4,99,99
2169,2021,1,16,1,40,999,2.4,3.2,1.19,12.9,8.39,239,1016.4,17.1,999.0,11.4,99,99
2175,2021,1,16,2,40,999,4.2,5.0,1.11,12.9,7.95,240,1016.3,17.4,999.0,11.0,99,99
2181,2021,1,16,3,40,999,3.6,4.2,1.07,11.43,7.87,259,1016.3,16.7,999.0,12.4,99,99
2187,2021,1,16,4,40,999,2.4,3.1,1.01,12.9,8.1,226,1016.4,16.0,999.0,12.7,99,99
2193,2021,1,16,5,40,999,1.8,2.8,0.98,12.9,7.81,244,1016.5,16.8,999.0,11.9,99,99
2199,2021,1,16,6,40,999,1.1,2.7,1.0,12.9,8.79,238,1016.3,15.5,999.0,12.3,99,99
2205,2021,1,16,7,40,999,0.7,1.5,0.91,12.9,8.37,210,1016.0,15.4,999.0,12.5,99,99
2211,2021,1,16,8,40,999,2.4,3.1,0.93,12.9,8.07,244,1014.8,15.2,999.0,12.7,99,99
2217,2021,1,16,9,40,999,1.3,2.1,1.02,12.9,7.93,228,1015.2,15.3,999.0,12.6,99,99
2223,2021,1,16,10,40,999,2.2,2.8,1.02,11.43,7.8,255,1015.4,15.4,999.0,12.1,99,99
2229,2021,1,16,11,40,999,2.5,3.2,1.03,12.9,7.84,245,1014.6,14.9,999.0,13.2,99,99
2235,2021,1,16,12,40,999,1.4,2.0,1.1,19.05,8.23,229,1014.4,14.8,999.0,13.4,99,99
2241,2021,1,16,13,40,999,1.3,1.9,1.15,12.9,8.41,221,1014.5,14.8,999.0,13.4,99,99
2247,2021,1,16,14,40,999,1.4,2.0,0.98,12.12,7.62,234,1014.8,14.8,999.0,13.4,99,99
2253,2021,1,16,15,40,999,1.1,1.7,0.95,14.81,8.07,239,1014.8,14.9,999.0,13.4,99,99
2259,2021,1,16,16,40,999,0.9,1.4,1.04,19.05,9.08,200,1015.0,15.0,999.0,13.3,99,99
2265,2021,1,16,17,40,999,1.2,1.8,0.92,19.05,8.38,256,1015.2,15.2,999.0,13.4,99,99
2271,2021,1,16,18,40,999,1.3,1.9,1.08,19.05,9.33,250,1015.2,15.4,999.0,13.6,99,99
2277,2021,1,16,19,40,999,1.5,2.4,0.95,17.39,9.02,242,1015.0,15.7,999.0,13.6,99,99
2283,2021,1,16,20,40,999,0.6,1.1,1.27,17.39,10.41,265,1014.1,16.6,999.0,13.9,99,99
2289,2021,1,16,21,40,999,0.8,1.2,1.27,19.05,10.13,251,1013.3,16.8,999.0,14.1,99,99
2295,2021,1,16,22,40,999,1.3,2.1,1.28,17.39,10.44,266,1013.0,16.9,999.0,14.4,99,99
2301,2021,1,16,23,40,999,0.5,0.9,1.44,17.39,10.96,279,1013.1,16.9,999.0,14.5,99,99
2307,2021,1,17,0,40,999,0.8,1.5,1.49,17.39,10.74,263,1012.9,17.2,999.0,14.9,99,99
2313,2021,1,17,1,40,999,1.1,2.0,1.5,16.0,10.65,272,1013.4,16.4,999.0,15.0,99,99
2319,2021,1,17,2,40,999,1.5,2.3,1.52,17.39,10.93,258,1014.0,15.9,999.0,14.8,99,99
2325,2021,1,17,3,40,999,1.2,2.0,1.84,16.0,12.0,270,1014.1,15.7,999.0,14.7,99,99
2331,2021,1,17,4,40,999,1.5,2.3,1.6,16.0,11.4,266,1014.5,15.6,999.0,14.6,99,99
2337,2021,1,17,5,40,999,1.9,3.3,1.78,16.0,12.11,270,1014.6,15.6,999.0,14.6,99,99
2343,2021,1,17,6,40,999,1.1,2.3,1.68,17.39,11.82,264,1014.7,15.5,999.0,14.5,99,99
2349,2021,1,17,7,40,999,0.5,1.5,1.47,17.39,11.36,261,1014.6,15.3,999.0,14.4,99,99
2355,2021,1,17,8,40,999,0.3,1.0,1.8,14.81,11.86,266,1014.3,15.2,999.0,14.3,99,99
2361,2021,1,17,9,40,999,1.3,2.3,1.67,16.0,11.24,266,1014.3,15.1,999.0,14.2,99,99
2367,2021,1,17,10,40,999,2.2,3.3,1.84,16.0,11.33,276,1014.4,15.2,999.0,14.2,99,99
2373,2021,1,17,11,40,999,0.9,1.5,1.72,16.0,10.97,261,1014.4,15.1,999.0,13.9,99,99
2379,2021,1,17,12,40,999,0.9,2.4,1.96,14.81,11.2,260,1014.6,15.0,999.0,13.9,99,99
2385,2021,1,17,13,40,999,1.1,1.9,1.73,14.81,10.44,267,1015.0,14.9,999.0,13.9,99,99
2391,2021,1,17,14,40,999,0.9,2.2,2.05,14.81,11.42,265,1015.2,14.8,999.0,13.8,99,99
2397,2021,1,17,15,40,999,0.4,1.3,1.98,14.81,11.36,261,1015.7,14.9,999.0,13.8,99,99
2403,2021,1,17,16,40,999,2.0,2.7,1.7,14.81,10.3,250,1016.1,15.1,999.0,13.8,99,99
2409,2021,1,17,17,40,999,2.4,3.3,1.98,16.0,11.45,259,1016.6,15.4,999.0,13.8,99,99
2415,2021,1,17,18,40,999,2.0,2.9,1.86,14.81,10.92,257,1016.6,15.8,999.0,13.6,99,99
2421,2021,1,17,19,40,999,1.3,2.0,1.68,14.81,10.96,259,1015.7,16.2,999.0,13.6,99,99
2427,2021,1,17,20,40,999,0.6,1.5,1.84,14.81,11.16,261,1014.8,17.0,999.0,12.4,99,99
2433,2021,1,17,21,40,999,1.4,1.9,1.66,13.79,10.42,263,1014.0,17.8,999.0,13.4,99,99
2439,2021,1,17,22,40,999,0.6,1.4,2.08,14.81,11.21,271,1013.7,18.2,999.0,14.8,99,99
2445,2021,1,17,23,40,999,1.1,2.2,1.76,14.81,10.39,271,1013.6,18.0,999.0,15.0,99,99
2451,2021,1,18,0,40,999,3.0,4.4,1.98,14.81,10.96,272,1013.4,17.4,999.0,14.7,99,99
2457,2021,1,18,1,40,999,2.8,3.9,1.91,14.81,10.73,259,1013.2,14.5,999.0,13.6,99,99
2463,2021,1,18,2,40,999,1.0,1.7,1.81,14.81,10.6,264,1013.6,14.3,999.0,13.5,99,99
2469,2021,1,18,3,40,999,1.0,2.1,2.11,13.79,11.18,267,1013.8,13.5,999.0,12.7,99,99
2475,2021,1,18,4,40,999,1.0,2.0,1.92,12.9,10.83,257,1013.9,13.6,999.0,12.9,99,99
2481,2021,1,18,5,40,999,0.4,0.9,1.74,13.79,10.68,261,1013.7,13.4,999.0,12.7,99,99
2487,2021,1,18,6,40,999,1.0,1.5,1.76,14.81,10.84,256,1013.2,13.9,999.0,13.2,99,99
2493,2021,1,18,7,40,999,4.4,5.3,1.62,13.79,10.44,255,1013.4,13.9,999.0,13.0,99,99
2499,2021,1,18,8,40,999,4.3,5.5,1.47,13.79,10.11,263,1012.8,12.5,999.0,11.8,99,99
2505,2021,1,18,9,40,999,2.6,3.9,1.42,14.81,10.06,266,1012.5,12.1,999.0,11.4,99,99
2511,2021,1,18,10,40,999,3.4,4.9,1.58,12.9,10.22,262,1012.2,12.0,999.0,11.4,99,99
2517,2021,1,18,11,40,999,2.8,3.7,1.56,14.81,10.47,252,1011.3,11.7,999.0,11.1,99,99
2523,2021,1,18,12,40,999,3.2,4.1,1.49,12.9,10.29,259,1010.5,11.4,999.0,10.8,99,99
2529,2021,1,18,13,40,999,3.9,5.3,1.45,13.79,10.37,261,1010.2,11.8,999.0,11.2,99,99
2535,2021,1,18,14,40,999,2.8,4.0,1.58,13.79,10.84,266,1010.6,11.4,999.0,10.8,99,99
2541,2021,1,18,15,40,999,2.0,3.3,1.83,21.05,12.16,258,1010.8,11.1,999.0,10.5,99,99
2547,2021,1,18,16,40,999,2.8,4.2,1.98,21.05,12.98,268,1010.8,11.3,999.0,10.7,99,99
2553,2021,1,18,17,40,999,1.7,3.2,1.84,21.05,12.73,287,1011.7,11.5,999.0,10.8,99,99
2559,2021,1,18,18,40,999,3.7,5.2,1.89,21.05,13.07,266,1011.1,11.5,999.0,10.8,99,99
2565,2021,1,18,19,40,999,1.9,4.0,1.71,21.05,12.19,273,1010.0,12.2,999.0,10.6,99,99
2571,2021,1,18,20,40,999,3.1,4.8,2.05,19.05,13.32,270,1009.1,12.7,999.0,10.9,99,99
2577,2021,1,18,21,40,999,3.6,4.9,1.6,19.05,12.1,270,1008.5,12.7,999.0,10.8,99,99
2583,2021,1,18,22,40,999,4.4,5.5,1.89,19.05,13.01,279,1008.2,13.3,999.0,11.1,99,99
2589,2021,1,18,23,40,999,5.3,6.5,1.96,19.05,12.82,275,1007.9,13.4,999.0,11.2,99,99
2595,2021,1,19,0,40,999,3.1,3.9,1.96,19.05,12.87,280,1007.6,13.6,999.0,11.3,99,99
2601,2021,1,19,1,40,999,2.1,3.3,1.97,19.05,12.56,266,1008.3,13.6,999.0,11.4,99,99
2607,2021,1,19,2,40,999,4.6,5.8,2.05,19.05,13.26,267,1007.7,13.4,999.0,11.4,99,99
2613,2021,1,19,3,40,999,2.7,4.1,1.78,19.05,11.82,264,1008.5,13.2,999.0,11.0,99,99
2619,2021,1,19,4,40,999,2.9,4.3,1.81,19.05,12.04,269,1008.4,13.6,999.0,11.2,99,99
2625,2021,1,19,5,40,999,3.5,5.0,1.88,19.05,12.55,267,1008.6,13.5,999.0,10.9,99,99
2631,2021,1,19,6,40,999,3.6,4.9,1.76,19.05,11.7,264,1008.4,13.5,999.0,10.9,99,99
2637,2021,1,19,7,40,999,5.3,7.3,1.67,17.39,11.37,281,1007.1,13.4,999.0,10.8,99,99
2643,2021,1,19,8,40,999,3.8,5.3,2.14,17.39,11.89,261,1007.2,13.6,999.0,10.9,99,99
2649,2021,1,19,9,40,999,3.1,5.1,1.83,14.81,10.87,263,1007.0,13.8,999.0,10.7,99,99
2655,2021,1,19,10,40,999,3.5,5.5,1.99,17.39,11.03,269,1006.3,13.9,999.0,10.7,99,99
2661,2021,1,19,11,40,999,3.2,4.4,2.12,17.39,11.12,274,1006.1,14.2,999.0,11.1,99,99
2667,2021,1,19,12,40,999,2.6,4.0,2.13,17.39,11.07,274,1005.6,14.3,999.0,11.5,99,99
2673,2021,1,19,13,40,999,5.5,7.0,2.23,16.0,11.4,265,1005.1,14.6,999.0,11.9,99,99
2679,2021,1,19,14,40,999,4.9,6.1,1.99,16.0,10.24,273,1004.8,14.6,999.0,12.2,99,99
2685,2021,1,19,15,40,999,6.2,7.8,1.62,14.81,8.87,266,1005.0,14.8,999.0,12.6,99,99
2691,2021,1,19,16,40,999,6.8,9.2,2.02,16.0,9.82,271,1005.6,15.1,999.0,12.7,99,99
2697,2021,1,19,17,40,999,6.9,8.4,1.91,14.81,8.68,257,1006.1,15.2,999.0,12.7,99,99
2703,2021,1,19,18,40,999,6.5,8.1,1.77,16.0,7.7,269,1006.2,15.5,999.0,12.6,99,99
2709,2021,1,19,19,40,999,7.4,9.2,1.77,16.0,7.53,273,1005.7,15.8,999.0,12.1,99,99
2715,2021,1,19,20,40,999,8.6,11.2,1.89,16.0,7.6,269,1005.4,16.5,999.0,11.5,99,99
2721,2021,1,19,21,40,999,7.3,10.4,1.65,16.0,6.61,290,1005.0,15.6,999.0,11.8,99,99
2727,2021,1,19,22,40,999,6.7,8.2,1.95,16.0,6.97,262,1005.5,15.4,999.0,11.8,99,99
2733,2021,1,19,23,40,999,8.3,11.2,1.97,14.81,6.76,262,1005.9,16.0,999.0,12.6,99,99
2739,2021,1,20,0,40,999,6.2,7.9,1.83,14.81,6.68,264,1006.6,15.6,999.0,12.7,99,99
2745,2021,1,20,1,40,999,7.4,9.4,1.97,16.0,6.84,264,1007.7,15.3,999.0,12.9,99,99
2751,2021,1,20,2,40,999,9.4,12.8,1.85,14.81,6.13,261,1008.2,16.4,999.0,8.1,99,99
2757,2021,1,20,3,40,999,10.8,13.8,2.23,6.25,5.72,131,1008.8,14.7,999.0,9.5,99,99
2763,2021,1,20,4,40,999,9.9,12.4,2.15,6.25,5.69,120,1009.6,14.9,999.0,8.7,99,99
2769,2021,1,20,5,40,999,6.6,8.9,2.09,14.81,6.17,257,1010.6,14.2,999.0,9.9,99,99
2775,2021,1,20,6,40,999,4.9,6.5,1.91,13.79,6.58,252,1010.9,15.1,999.0,9.2,99,99
2781,2021,1,20,7,40,999,3.9,5.0,1.74,14.81,5.99,246,1011.2,15.5,999.0,10.2,99,99
2787,2021,1,20,8,40,999,1.2,2.3,1.74,14.81,6.44,253,1010.9,15.5,999.0,10.6,99,99
2793,2021,1,20,9,40,999,1.7,2.4,1.71,14.81,6.26,251,1011.2,15.1,999.0,12.0,99,99
2799,2021,1,20,10,40,999,3.6,5.4,1.71,14.81,6.5,264,1011.1,15.4,999.0,10.0,99,99
2805,2021,1,20,11,40,999,4.8,5.8,1.84,12.9,6.74,270,1011.0,15.9,999.0,10.1,99,99
2811,2021,1,20,12,40,999,4.4,5.4,1.89,13.79,7.27,266,1011.2,15.2,999.0,11.1,99,99
2817,2021,1,20,13,40,999,5.5,6.6,1.75,14.81,6.86,265,1011.5,15.5,999.0,11.6,99,99
2823,2021,1,20,14,40,999,6.5,7.9,1.92,12.9,6.74,276,1011.8,16.1,999.0,10.3,99,99
